trap_date,harvest_date,line,line_ID,trap_mass,total_mass,egg_mass
9-Oct-20,12-Oct-20,C,10,4.0175,4.0227,0.0052
9-Oct-20,12-Oct-20,C,27,4.2507,5.0269,0.7762
9-Oct-20,12-Oct-20,C,22,4.1011,4.4989,0.3978
9-Oct-20,12-Oct-20,C,23,4.7052,5.4022,0.697
9-Oct-20,12-Oct-20,C,24,4.4472,4.5448,0.0976
9-Oct-20,12-Oct-20,C,25,4.5806,5.6794,1.0988
9-Oct-20,12-Oct-20,C,26,4.2332,4.3117,0.0785
9-Oct-20,12-Oct-20,D,31,4.5411,5.1463,0.6052
9-Oct-20,12-Oct-20,D,28,4.2218,4.2384,0.0166
9-Oct-20,12-Oct-20,D,30,4.3916,5.7071,1.3155
9-Oct-20,12-Oct-20,D,32,3.9952,4.5833,0.5881
9-Oct-20,12-Oct-20,D,33,4.8642,4.9557,0.0915
9-Oct-20,12-Oct-20,D,34,4.9882,5.1527,0.1645
9-Oct-20,12-Oct-20,D,29,4.5641,5.1301,0.566
12-Oct-20,14-Oct-20,B,7,4.8888,5.1361,0.2473
12-Oct-20,14-Oct-20,B,6,4.6237,4.64435,0.02065
12-Oct-20,14-Oct-20,B,4,3.5562,3.514,-0.0422
12-Oct-20,14-Oct-20,B,8,4.247,4.9437,0.6967
12-Oct-20,14-Oct-20,C,22,4.3017,4.6116,0.3099
12-Oct-20,14-Oct-20,C,24,3.7529,3.8556,0.1027
12-Oct-20,14-Oct-20,C,23,4.2937,4.9034,0.6097
12-Oct-20,14-Oct-20,C,25,4.3463,4.6627,0.3164
12-Oct-20,14-Oct-20,C,27,4.1871,4.3936,0.2065
12-Oct-20,14-Oct-20,C,26,4.0528,4.0721,0.0193
12-Oct-20,14-Oct-20,C,29,4.4679,4.6065,0.1386
12-Oct-20,14-Oct-20,C,28,4.3313,5.2588,0.9275
12-Oct-20,14-Oct-20,D,33,3.9478,3.9945,0.0467
12-Oct-20,14-Oct-20,D,31,4.469,4.6956,0.2266
12-Oct-20,14-Oct-20,D,30,5.9604,6.3549,0.3945
12-Oct-20,14-Oct-20,D,29,4.6167,5.1972,0.5805
12-Oct-20,14-Oct-20,D,32,4.5378,4.9599,0.4221
12-Oct-20,14-Oct-20,D,36,4.0447,4.0985,0.0538
12-Oct-20,14-Oct-20,D,35,4.2786,4.3012,0.0226
12-Oct-20,14-Oct-20,D,34,5.1964,6.4733,1.2769
12-Oct-20,14-Oct-20,M,,4.1684,4.1925,0.0241
14-Oct-20,16-Oct-20,B,8,4.7438,5.387,0.6432
14-Oct-20,16-Oct-20,B,7,4.2243,4.354,0.1297
14-Oct-20,16-Oct-20,D,36,4.4388,5.8291,1.3903
14-Oct-20,16-Oct-20,D,32,4.7435,5.1431,0.3996
14-Oct-20,16-Oct-20,D,35,4.5452,5.9593,1.4141
14-Oct-20,16-Oct-20,D,34,4.733,8.4553,3.7223
14-Oct-20,16-Oct-20,D,31,4.2786,4.3338,0.0552
14-Oct-20,16-Oct-20,D,30,4.8033,4.9617,0.1584
14-Oct-20,16-Oct-20,D,29,4.0675,4.4774,0.4099
14-Oct-20,16-Oct-20,D,37,4.0034,4.5698,0.5664
14-Oct-20,16-Oct-20,D,38,4.0889,4.1869,0.098
14-Oct-20,16-Oct-20,D,39,4.461,5.4455,0.9845
14-Oct-20,16-Oct-20,D,42,4.0238,4.0191,-0.0047
14-Oct-20,16-Oct-20,C,23,3.9587,4.5422,0.5835
14-Oct-20,16-Oct-20,C,24,4.4146,5.0912,0.6766
14-Oct-20,16-Oct-20,C,28,3.9602,7.8259,3.8657
14-Oct-20,16-Oct-20,C,29,4.2517,6.1592,1.9075
14-Oct-20,16-Oct-20,C,25,4.0694,4.6721,0.6027
14-Oct-20,16-Oct-20,C,26,3.8254,4.1038,0.2784
14-Oct-20,16-Oct-20,C,22,4.1758,4.2931,0.1173
14-Oct-20,16-Oct-20,C,27,4.591,4.9737,0.3827
16-Oct-20,19-Oct-20,B,8,3.2655,3.2682,0.0027
16-Oct-20,19-Oct-20,M,,3.6262,4.0145,0.3883
16-Oct-20,19-Oct-20,M,,4.0871,4.3403,0.2532
16-Oct-20,19-Oct-20,D,42,3.7856,4.4925,0.7069
16-Oct-20,19-Oct-20,D,40,2.9574,3.3293,0.3719
16-Oct-20,19-Oct-20,D,32,7.324,7.4591,0.1351
16-Oct-20,19-Oct-20,D,41,3.5654,3.7016,0.1362
16-Oct-20,19-Oct-20,D,33,3.5706,3.8487,0.2781
16-Oct-20,19-Oct-20,D,38,3.8972,4.4742,0.577
16-Oct-20,19-Oct-20,D,37,3.6004,5.7181,2.1177
16-Oct-20,19-Oct-20,D,30,4.4659,4.4766,0.0107
16-Oct-20,19-Oct-20,D,34,4.7861,6.4639,1.6778
16-Oct-20,19-Oct-20,D,39,3.4728,4.7254,1.2526
16-Oct-20,19-Oct-20,D,29,3.6496,3.6518,0.0022
16-Oct-20,19-Oct-20,D,36,4.0734,5.2089,1.1355
16-Oct-20,19-Oct-20,C,26,3.2568,3.4968,0.24
16-Oct-20,19-Oct-20,C,22,3.1196,3.2139,0.0943
16-Oct-20,19-Oct-20,C,27,4.3013,4.977,0.6757
16-Oct-20,19-Oct-20,C,25,3.1578,3.68,0.5222
16-Oct-20,19-Oct-20,C,23,4.2126,4.2742,0.0616
16-Oct-20,19-Oct-20,C,29,4.2348,6.0389,1.8041
16-Oct-20,19-Oct-20,C,24,4.3446,4.7098,0.3652
16-Oct-20,19-Oct-20,D,35,4.2036,5.6324,1.4288
16-Oct-20,19-Oct-20,C,28,3.8647,6.6407,2.776
19-Oct-20,21-Oct-20,C,22,3.3265,3.384,0.0575
19-Oct-20,21-Oct-20,C,26,8.8679,9.2886,0.4207
19-Oct-20,21-Oct-20,C,24,4.7105,4.821,0.1105
19-Oct-20,21-Oct-20,C,27,4.1325,4.4377,0.3052
19-Oct-20,21-Oct-20,C,29,4.3491,5.7692,1.4201
19-Oct-20,21-Oct-20,C,25,7.0143,7.6212,0.6069
19-Oct-20,21-Oct-20,C,28,7.4715,8.6293,1.1578
19-Oct-20,21-Oct-20,D,36,4.03,4.2908,0.2608
19-Oct-20,21-Oct-20,D,40,3.4593,3.5242,0.0649
19-Oct-20,21-Oct-20,D,42,7.2284,9.2668,2.0384
19-Oct-20,21-Oct-20,D,39,7.4391,8.2644,0.8253
19-Oct-20,21-Oct-20,D,41,6.9294,8.4102,1.4808
19-Oct-20,21-Oct-20,D,38,3.5558,4.898,1.3422
19-Oct-20,21-Oct-20,D,34,4.5193,5.4554,0.9361
19-Oct-20,21-Oct-20,D,37,3.7737,5.3471,1.5734
19-Oct-20,21-Oct-20,D,33,4.9857,5.1687,0.183
19-Oct-20,21-Oct-20,D,32,4.2576,4.3684,0.1108
21-Oct-20,23-Oct-20,C,25,4.4844,4.7329,0.2485
21-Oct-20,23-Oct-20,C,32,3.9073,3.949,0.0417
21-Oct-20,23-Oct-20,C,30,4.3408,4.3854,0.0446
21-Oct-20,23-Oct-20,C,31,3.4587,3.571,0.1123
21-Oct-20,23-Oct-20,C,27,3.7953,3.92,0.1247
21-Oct-20,23-Oct-20,C,26,3.5046,3.6325,0.1279
21-Oct-20,23-Oct-20,C,29,3.4586,5.7229,2.2643
21-Oct-20,23-Oct-20,C,33,3.1433,3.3104,0.1671
21-Oct-20,23-Oct-20,D,42,8.2138,10.2148,2.001
21-Oct-20,23-Oct-20,D,39,3.2793,5.0784,1.7991
21-Oct-20,23-Oct-20,D,37,8.4744,11.8746,3.4002
21-Oct-20,23-Oct-20,D,38,4.3988,6.1744,1.7756
21-Oct-20,23-Oct-20,D,40,3.234,3.4988,0.2648
21-Oct-20,23-Oct-20,D,33,4.3028,4.3797,0.0769
21-Oct-20,23-Oct-20,D,34,3.6001,3.8633,0.2632
21-Oct-20,23-Oct-20,D,43,3.8688,4.2281,0.3593
21-Oct-20,23-Oct-20,D,41,3.3502,5.0309,1.6807
21-Oct-20,23-Oct-20,D,35,3.7175,3.7932,0.0757
23-Oct-20,26-Oct-20,A,12,5.2506,9.9282,4.6776
23-Oct-20,26-Oct-20,A,11,6.3144,6.6948,0.3804
23-Oct-20,26-Oct-20,E,4,5.528,8.6425,3.1145
23-Oct-20,26-Oct-20,E,3,5.3417,10.3978,5.0561
23-Oct-20,26-Oct-20,C,26,4.1588,4.2618,0.103
23-Oct-20,26-Oct-20,C,33,3.8046,4.9312,1.1266
23-Oct-20,26-Oct-20,C,25,4.7173,4.7536,0.0363
23-Oct-20,26-Oct-20,D,43,4.6309,4.806,0.1751
23-Oct-20,26-Oct-20,D,41,3.7474,4.6016,0.8542
23-Oct-20,26-Oct-20,D,39,3.717,5.794,2.077
23-Oct-20,26-Oct-20,D,38,3.9674,5.2989,1.3315
23-Oct-20,26-Oct-20,D,40,4.8554,4.9129,0.0575
23-Oct-20,26-Oct-20,D,42,3.7972,4.6281,0.8309
23-Oct-20,26-Oct-20,D,37,5.8476,7.77784,1.93024
23-Oct-20,26-Oct-20,D,45,4.2872,6.8028,2.5156
23-Oct-20,26-Oct-20,D,47,5.1642,6.8579,1.6937
26-Oct-20,28-Oct-20,A,11,2.8269,3.0567,0.2298
26-Oct-20,28-Oct-20,A,12,3.2275,3.9495,0.722
26-Oct-20,28-Oct-20,C,26,3.2386,3.2886,0.05
26-Oct-20,28-Oct-20,E,4,4.4744,4.9485,0.4741
26-Oct-20,28-Oct-20,E,3,3.5952,4.6455,1.0503
26-Oct-20,28-Oct-20,D,37,4.2,4.5525,0.3525
26-Oct-20,28-Oct-20,D,38,3.2002,3.9721,0.7719
26-Oct-20,28-Oct-20,D,41,3.6624,3.7396,0.0772
26-Oct-20,28-Oct-20,D,42,3.457,3.6602,0.2032
26-Oct-20,28-Oct-20,D,39,2.6988,3.3581,0.6593
26-Oct-20,28-Oct-20,D,43,3.7679,4.2767,0.5088
26-Oct-20,28-Oct-20,D,45,3.322,4.0662,0.7442
26-Oct-20,28-Oct-20,C,33,4.2487,4.4189,0.1702
26-Oct-20,28-Oct-20,C,30,3.1845,3.3652,0.1807
